ant,yeast,source,publication
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Waste deposit,Arcuri (2013)
Atta sexdens,Hannaella luteola,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hannaella luteola,Fungus Garden,Arcuri (2013)
Atta sexdens,Hannaella luteola,Waste deposit,Arcuri (2013)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Fungus Garden,Arcuri (2013)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Waste deposit,Arcuri (2013)
Atta sexdens,Hannaella sinensis,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hannaella sinensis,Fungus Garden,Arcuri (2013)
Atta sexdens,Hannaella sinensis,Waste deposit,Arcuri (2013)
Atta sexdens,Hannaella sp.,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hannaella sp.,Fungus Garden,Arcuri (2013)
Atta sexdens,Hannaella sp.,Waste deposit,Arcuri (2013)
Atta sexdens,Hannaella zeae,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hannaella zeae,Fungus Garden,Arcuri (2013)
Atta sexdens,Hannaella zeae,Waste deposit,Arcuri (2013)
Atta sexdens,Hanseniaspora opuntiae,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hanseniaspora opuntiae,Fungus Garden,Arcuri (2013)
Atta sexdens,Hanseniaspora opuntiae,Waste deposit,Arcuri (2013)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Ant exoskeleton,Arcuri (2013)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Fungus Garden,Arcuri (2013)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Waste deposit,Arcuri (2013)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Fungus Garden,Arcuri (2013)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Waste deposit,Arcuri (2013)
Atta sexdens,Kazachstania unispora,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Kazachstania unispora,Fungus Garden,Arcuri (2013)
Atta sexdens,Kazachstania unispora,Waste deposit,Arcuri (2013)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Fungus Garden,Arcuri (2013)
Atta sexdens,Kodamaea ohmeri (Pichia ohmeri),Waste deposit,Arcuri (2013)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Fungus Garden,Arcuri (2013)
Atta sexdens,Lachancea thermotolerans (Torulopsis dattila),Waste deposit,Arcuri (2013)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Ant exoskeleton,Arcuri (2013)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Fungus Garden,Arcuri (2013)
Atta sexdens,"Langdonia jejuensis (Pseudozyma jejuensis)
  Meira nashicola",Waste deposit,Arcuri (2013)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Fungus Garden,Arcuri (2013)
Atta sexdens,Meyerozyma caribbica (Pichia caribbica),Waste deposit,Arcuri (2013)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Ant exoskeleton,Arcuri (2013)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Fungus Garden,Arcuri (2013)
Atta sexdens,"Meyerozyma guilliermondii (Candida guilliermondii, Pichia guilliermondii)",Waste deposit,Arcuri (2013)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Ant exoskeleton,Arcuri (2013)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Fungus Garden,Arcuri (2013)
Atta sexdens,"Moniliella sp.
  Papiliotrema aff. nemorosa (Cryptococcus aff. nemorosus)",Waste deposit,Arcuri (2013)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Fungus Garden,Arcuri (2013)
Atta sexdens,Papiliotrema flavescens (Cryptococcus flavescens),Waste deposit,Arcuri (2013)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Fungus Garden,Arcuri (2013)
Atta sexdens,Papiliotrema laurentii (Cryptococcus laurentii),Waste deposit,Arcuri (2013)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Fungus Garden,Arcuri (2013)
Atta sexdens,Papiliotrema nemorosa (Cryptococcus nemorosus),Waste deposit,Arcuri (2013)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Fungus Garden,Arcuri (2013)
Atta sexdens,Papiliotrema rajasthanensis (Cryptococcus rajasthanensis),Waste deposit,Arcuri (2013)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Fungus Garden,Arcuri (2013)
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Waste deposit,Arcuri (2013)
Atta sexdens,Pichia mexicana-similar (?),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Pichia mexicana-similar (?),Fungus Garden,Arcuri (2013)
Atta sexdens,Pichia mexicana-similar (?),Waste deposit,Arcuri (2013)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Arcuri (2013)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Arcuri (2013)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Arcuri (2013)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Arcuri (2013)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Arcuri (2013)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Arcuri (2013)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Waste deposit,Arcuri (2013)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Ant exoskeleton,Arcuri (2013)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Fungus Garden,Arcuri (2013)
Atta sexdens,"Solicoccozyma aeria (Cryptococcus aerius, Cryptococcus albidus var. aerius)",Waste deposit,Arcuri (2013)
Atta sexdens,Sporobolomyces roseus,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Sporobolomyces roseus,Fungus Garden,Arcuri (2013)
Atta sexdens,Sporobolomyces roseus,Waste deposit,Arcuri (2013)
Atta sexdens,Sporobolomyces sp.,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Sporobolomyces sp.,Fungus Garden,Arcuri (2013)
Atta sexdens,Sporobolomyces sp.,Waste deposit,Arcuri (2013)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Fungus Garden,Arcuri (2013)
Atta sexdens,Starmerella etchellsii (Torulopsis etchellsii),Waste deposit,Arcuri (2013)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Fungus Garden,Arcuri (2013)
Atta sexdens,Symmetrospora marina (Rhodotorula marina),Waste deposit,Arcuri (2013)
Atta sexdens,Torulaspora delbrueckii-similar (?),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Torulaspora delbrueckii-similar (?),Fungus Garden,Arcuri (2013)
Atta sexdens,Torulaspora delbrueckii-similar (?),Waste deposit,Arcuri (2013)
Atta sexdens,Trichosporon beigelii,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Trichosporon beigelii,Fungus Garden,Arcuri (2013)
Atta sexdens,Trichosporon beigelii,Waste deposit,Arcuri (2013)
Atta sexdens,Trichosporon sp.,Ant exoskeleton,Arcuri (2013)
Atta sexdens,Trichosporon sp.,Fungus Garden,Arcuri (2013)
Atta sexdens,Trichosporon sp.,Waste deposit,Arcuri (2013)
Atta sexdens,Vanrija humicola (Candida humicola),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Vanrija humicola (Candida humicola),Fungus Garden,Arcuri (2013)
Atta sexdens,Vanrija humicola (Candida humicola),Waste deposit,Arcuri (2013)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Fungus Garden,Arcuri (2013)
Atta sexdens,Wickerhamiella azyma (Candida azyma),Waste deposit,Arcuri (2013)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Fungus Garden,Arcuri (2013)
Atta sexdens,Wickerhamomyces anomalus (Pichia anomala),Waste deposit,Arcuri (2013)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Ant exoskeleton,Arcuri (2013)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Fungus Garden,Arcuri (2013)
Atta sexdens,Zygoascus hellenicus (Candida hellenica),Waste deposit,Arcuri (2013)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Apiotrichum mycotoxinovorans (Trichosporon mycotoxinovorans),Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Aureobasidium leucospermi
  Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Aureobasidium pullulans,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Aureobasidium pullulans,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Aureobasidium pullulans,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida albicans (Candida stellatoidea),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida albicans (Candida stellatoidea),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida albicans (Candida stellatoidea),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida colliculosa,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida colliculosa,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida colliculosa,Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Candida colliculosa-like (?)
  Candida glaebosa",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida javanica (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida javanica (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida javanica (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida maltosa,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida maltosa,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida maltosa,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida materiae,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida materiae,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida materiae,Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Candida membranifaciens
  Candida metapsilosis",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida parapsilosis,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida parapsilosis,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida parapsilosis,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida quercitrusa,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida quercitrusa,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida quercitrusa,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida saitoana (Torulopsis candida),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida saitoana (Torulopsis candida),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida saitoana (Torulopsis candida),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida sake,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida sake,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida sake,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida sp.,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida sp.,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida sp.,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Candida valida-like (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Candida valida-like (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Candida valida-like (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Candida vartiovaarai (?)
  Candida zeylanoides",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Cryptococcus albidus var. albidus (?),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Cryptococcus albidus var. albidus (?),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Cryptococcus albidus var. albidus (?),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Cryptococcus sp.,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Cryptococcus sp.,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Cryptococcus sp.,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon haglerorum (Cryptococcus haglerorum),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Cutaneotrichosporon jirovecii (Trichosporon jirovecii),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Cyberlindnera jadinii (Candida utilis),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Debaryomyces delbrueckii (Torulaspora delbrueckii),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Debaryomyces hansenii (Candida famata),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Debaryomyces hansenii (Candida famata),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Debaryomyces hansenii (Candida famata),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Haglerozyma chiarellii (Trichosporon chiarellii),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella kunmingensis (Nom. inval.),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella luteola,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella luteola,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella luteola,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella pagnoccae (Nom. inval.),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella sinensis,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella sinensis,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella sinensis,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella sp.,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella sp.,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella sp.,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hannaella zeae,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hannaella zeae,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hannaella zeae,Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hanseniaspora opuntiae,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hanseniaspora opuntiae,Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hanseniaspora opuntiae,Waste deposit,Arcuri et al. (2014)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Fungus Garden,Arcuri et al. (2014)
Atta sexdens,"Hanseniaspora uvarum (Kloeckera apiculata)
  Hyphopichia burtonii",Waste deposit,Arcuri et al. (2014)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Fungus Garden,Arcuri et al. (2014)
Atta sexdens,Hyphopichia homilentoma (Candida homilentoma),Waste deposit,Arcuri et al. (2014)
Atta sexdens,Kazachstania unispora,Ant exoskeleton,Arcuri et al. (2014)
Atta sexdens,Kazachstania unispora,Fungus Garden,Arcuri et al. (2014)
